Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NY,New York,Westchester,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.3,,,73.6,78.9,997895,36119,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-73.7457526 41.1526862),2185
2021,NY,New York,Wayne,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.7,,,54.8,62.3,90923,36117,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-77.0494024 43.2181139),631
2021,NY,New York,Schenectady,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,25.5,,,22.1,29.2,158089,36093,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-74.0435592 42.8175516),2142
2021,NY,New York,Fulton,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.5,,,16.9,22.4,53116,36035,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-74.4236782 43.1156093),2085
2020,NY,New York,Delaware,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76.1,,,73.3,78.8,44378,36025,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-74.9667281 42.1939865),2039
2021,NY,New York,Madison,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.5,,,73.9,80.8,67658,36053,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-75.6635749 42.9100255),2092
2021,NY,New York,Lewis,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14.5,,,12.3,17.0,26573,36049,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-75.4441402 43.7826811),623
2020,NY,New York,Cortland,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,47.3,,,38.1,56.0,46311,36023,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-76.0762398 42.594039),620
2021,NY,New York,Chautauqua,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,33,,,29.1,37.2,126807,36013,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-79.4075949 42.3042159),2035
2021,NY,New York,Broome,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.7,,,11.7,16.0,197240,36007,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-75.8302833 42.1619773),2033
2021,NY,New York,Fulton,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,9.5,,,8.0,11.0,53116,36035,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-74.4236782 43.1156093),2085
2021,NY,New York,Ontario,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84.6,,,81.8,87.1,112508,36069,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-77.3034967 42.8563575),2133
2021,NY,New York,Chenango,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,32,,,29.0,35.0,46537,36017,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-75.6022407 42.4780238),2037
2020,NY,New York,Richmond,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,75.3,,,72.0,78.3,493494,36085,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-74.1398995 40.5612628),2139
2021,NY,New York,Kings,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.1,,,10.9,13.4,2641052,36047,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-73.9506398 40.6350451),2090
2021,NY,New York,Dutchess,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,87.4,,,85.0,89.5,297112,36027,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-73.7400411 41.7547699),2040
2021,NY,New York,Putnam,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,28.9,,,24.9,33.1,97936,36079,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.7438608 41.4279067),627
2021,NY,New York,Nassau,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.4,,,2.2,2.7,1390907,36059,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-73.5894144 40.7296118),2094
2021,NY,New York,Monroe,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,26.7,,,24.2,29.2,755160,36055,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-77.7005177 43.2503466),2093
2021,NY,New York,Lewis,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,4.1,,,3.5,4.9,26573,36049,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-75.4441402 43.7826811),623
2021,NY,New York,Albany,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,313743,36001,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-73.9740095 42.5882401),2030
2021,NY,New York,Genesee,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,76,,,72.6,79.2,57853,36037,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-78.1927784 43.0009096),2086
2020,NY,New York,Tompkins,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,41.6,,,34.6,48.1,105162,36109,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-76.4734835 42.4530063),2181
2021,NY,New York,Yates,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.2,12.7,24613,36123,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Wayne,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.9,,,5.2,6.7,90923,36117,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-77.0494024 43.2181139),631
2021,NY,New York,Ulster,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.4,,,5.0,8.2,182951,36111,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-74.2654582 41.9472124),2182
2021,NY,New York,Orange,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.6,,,6.5,8.7,404525,36071,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-74.3062522 41.4024096),2134
2021,NY,New York,Bronx,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,34.7,,,31.4,38.3,1424948,36005,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.852939 40.8487111),2032
2021,NY,New York,Dutchess,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3,,,2.8,3.4,297112,36027,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-73.7400411 41.7547699),2040
2021,NY,New York,Seneca,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.0,3.7,33688,36099,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-76.827088 42.7822943),2144
2021,NY,New York,Dutchess,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.5,,,15.0,20.4,297112,36027,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-73.7400411 41.7547699),2040
2020,NY,New York,Seneca,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,36.8,,,35.0,38.3,33688,36099,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-76.827088 42.7822943),2144
2021,NY,New York,Greene,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.6,,,54.2,63.0,48499,36039,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.1420253 42.2798211),2087
2021,NY,New York,Herkimer,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.2,,,28.4,38.0,59937,36043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-74.8410968 43.571009),2088
2021,NY,New York,Rockland,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.8,,,11.9,15.8,339227,36087,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-74.0246616 41.1546276),628
2021,NY,New York,Suffolk,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.4,3.2,1526344,36103,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-72.6922183 40.943554),2179
2020,NY,New York,Yates,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,37.7,,,29.6,46.4,24613,36123,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Chenango,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,74,,,70.1,77.5,46537,36017,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-75.6022407 42.4780238),2037
2021,NY,New York,Franklin,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,19.1,,,16.6,22.0,47456,36033,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.31067 44.5943758),621
2021,NY,New York,Saratoga,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,8.9,,,7.6,10.4,237359,36091,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,Otsego,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,19.2,,,16.4,22.3,58123,36077,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-75.028841 42.6297762),2136
2021,NY,New York,Clinton,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.2,,,21.5,29.3,79596,36019,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-73.7056429 44.752712),2038
2020,NY,New York,Clinton,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.1,,,31.5,34.7,79596,36019,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-73.7056429 44.752712),2038
2021,NY,New York,St. Lawrence,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.4,,,6.7,8.2,108051,36089,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-75.074311 44.4881125),2140
2021,NY,New York,Franklin,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.4,,,27.3,33.6,47456,36033,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-74.31067 44.5943758),621
2021,NY,New York,Cortland,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,13.6,,,11.4,16.1,46311,36023,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-76.0762398 42.594039),620
2020,NY,New York,New York,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,78.1,,,76.1,79.8,1576876,36061,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.9701871 40.7766419),2095
2020,NY,New York,Warren,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,75.1,,,72.0,78.1,65618,36113,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,Greene,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.6,,,12.7,16.8,48499,36039,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-74.1420253 42.2798211),2087
2021,NY,New York,Rockland,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,10.5,,,9.3,11.7,339227,36087,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-74.0246616 41.1546276),628
2021,NY,New York,Onondaga,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.3,,,13.3,17.5,473236,36067,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-76.1961336 43.0065163),2132
2021,NY,New York,Onondaga,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11,,,9.4,12.7,473236,36067,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-76.1961336 43.0065163),2132
2021,NY,New York,Essex,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,,,5.7,7.0,37268,36031,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-73.7784307 44.1096005),2084
2021,NY,New York,Albany,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,23.3,,,21.4,25.4,313743,36001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-73.9740095 42.5882401),2030
2021,NY,New York,Ontario,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,10.9,,,9.3,12.6,112508,36069,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-77.3034967 42.8563575),2133
2020,NY,New York,Kings,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,75.1,,,73.3,76.7,2641052,36047,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.9506398 40.6350451),2090
2021,NY,New York,Cortland,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7.1,46311,36023,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-76.0762398 42.594039),620
2020,NY,New York,Schoharie,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.8,,,81.2,86.3,29863,36095,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-74.4381718 42.591294),629
2021,NY,New York,Niagara,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.1,211653,36063,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-78.8129431 43.2726719),2131
2021,NY,New York,Chemung,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.8,,,11.7,16.2,83045,36015,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-76.7524712 42.1486972),2036
2021,NY,New York,Bronx,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,12.9,,,11.3,14.7,1424948,36005,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-73.852939 40.8487111),2032
2021,NY,New York,Monroe,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.1,,,2.7,3.5,755160,36055,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-77.7005177 43.2503466),2093
2021,NY,New York,Ontario,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4,,,3.3,4.6,112508,36069,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-77.3034967 42.8563575),2133
2021,NY,New York,Onondaga,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27,,,24.5,29.7,473236,36067,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-76.1961336 43.0065163),2132
2021,NY,New York,Yates,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,23.3,,,19.3,27.7,24613,36123,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-77.1043238 42.638237),2225
2021,NY,New York,Nassau,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.2,,,4.2,6.2,1390907,36059,HLTHOUT,COPD,CrdPrv,COPD,POINT (-73.5894144 40.7296118),2094
2021,NY,New York,Rockland,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,8,,,6.3,9.8,339227,36087,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-74.0246616 41.1546276),628
2021,NY,New York,Tompkins,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.4,,,9.5,13.6,105162,36109,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-76.4734835 42.4530063),2181
2021,NY,New York,Wayne,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,86.7,,,84.4,88.7,90923,36117,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-77.0494024 43.2181139),631
2020,NY,New York,Nassau,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,7.5,,,4.5,11.3,1390907,36059,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-73.5894144 40.7296118),2094
2021,NY,New York,Cayuga,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.1,3.8,75880,36011,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-76.5745866 43.0085456),618
2021,NY,New York,Queens,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,14.6,,,12.9,16.2,2331143,36081,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-73.8412089 40.6546581),2137
2020,NY,New York,Columbia,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.8,,,82.0,87.3,61778,36021,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-73.6267175 42.2476964),619
2021,NY,New York,Kings,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,26.5,,,24.0,29.2,2641052,36047,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-73.9506398 40.6350451),2090
2021,NY,New York,Suffolk,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.3,,,5.7,9.1,1526344,36103,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-72.6922183 40.943554),2179
2020,NY,New York,Chautauqua,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.4,,,32.8,36.0,126807,36013,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-79.4075949 42.3042159),2035
2020,NY,New York,Orange,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.9,,,83.2,86.6,404525,36071,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-74.3062522 41.4024096),2134
2020,NY,New York,Kings,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,36.5,,,35.4,37.6,2641052,36047,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-73.9506398 40.6350451),2090
2021,NY,New York,Clinton,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.5,,,3.9,5.2,79596,36019,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-73.7056429 44.752712),2038
2020,NY,New York,Dutchess,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,85.4,,,83.3,87.2,297112,36027,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-73.7400411 41.7547699),2040
2021,NY,New York,Sullivan,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.5,,,3.1,4.0,79806,36105,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-74.7715769 41.7199928),2180
2021,NY,New York,Franklin,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7.0,47456,36033,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-74.31067 44.5943758),621
2021,NY,New York,Suffolk,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.3,,,6.6,8.0,1526344,36103,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-72.6922183 40.943554),2179
2021,NY,New York,St. Lawrence,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.9,,,21.9,30.1,108051,36089,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-75.074311 44.4881125),2140
2021,NY,New York,Allegany,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.5,,,11.3,15.8,46106,36003,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-78.0261531 42.2478532),2031
2021,NY,New York,Seneca,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.7,,,5.0,6.5,33688,36099,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-76.827088 42.7822943),2144
2021,NY,New York,Niagara,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,30.5,,,27.5,33.5,211653,36063,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-78.8129431 43.2726719),2131
2020,NY,New York,Chemung,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,76,,,73.1,78.9,83045,36015,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-76.7524712 42.1486972),2036
2020,NY,New York,Orange,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,39.4,,,33.3,45.7,404525,36071,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-74.3062522 41.4024096),2134
2021,NY,New York,Cortland,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,10,,,8.7,11.5,46311,36023,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-76.0762398 42.594039),620
2021,NY,New York,Chenango,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13,,,11.0,15.2,46537,36017,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-75.6022407 42.4780238),2037
2020,NY,New York,Oswego,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,84.1,,,81.6,86.6,117387,36075,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-76.2092618 43.4614431),2135
2020,NY,New York,Columbia,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,65.4,,,61.5,69.2,61778,36021,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-73.6267175 42.2476964),619
2021,NY,New York,Wyoming,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.7,,,7.1,10.4,40491,36121,HLTHOUT,COPD,CrdPrv,COPD,POINT (-78.2285667 42.7013627),2186
2021,NY,New York,Jefferson,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.8,,,5.0,6.6,116295,36045,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-76.0529678 43.996389),2089
2020,NY,New York,Putnam,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,76.7,,,72.6,80.5,97936,36079,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-73.7438608 41.4279067),627
2021,NY,New York,Erie,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,23.9,,,21.5,26.7,950683,36029,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-78.7781922 42.752759),2041
2021,NY,New York,Oswego,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.5,,,4.8,8.6,117387,36075,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-76.2092618 43.4614431),2135
2021,NY,New York,Hamilton,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,4.6,,,3.9,5.4,5119,36041,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-74.5024556 43.6578786),622
2021,NY,New York,Schuyler,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.4,12.6,17752,36097,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-76.938603 42.4197755),2143
2021,NY,New York,Wyoming,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.8,,,5.3,8.6,40491,36121,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-78.2285667 42.7013627),2186
2021,NY,New York,Erie,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,12.8,,,10.9,14.9,950683,36029,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-78.7781922 42.752759),2041
2021,NY,New York,Chemung,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,29.8,,,26.1,33.5,83045,36015,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-76.7524712 42.1486972),2036
2021,NY,New York,Essex,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15,,,12.9,17.4,37268,36031,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-73.7784307 44.1096005),2084
2021,NY,New York,Otsego,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,4.6,,,3.9,5.4,58123,36077,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-75.028841 42.6297762),2136
